MSSubClass,MSZoning,LotFrontage,LotArea,Street,Alley,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,PoolQC,Fence,MiscFeature,MiscVal,MoSold,YrSold,SaleType,SaleCondition,SalePrice
20,4,0.0,9830,1,1,0,3,2,0,0,12,2,2,0,2,5,7,1959,2006,1,1,14,15,2,0.0,2,3,1,3,3,1,5,72.0,3,258.0,733.0,1063.0,1,5,1,5,1287,0,0,1287,1.0,0.0,1,0,3,1,3,7,7,1,4,5,1997,3,2.0,576.0,3,3,2,364,17,0,0,182,0,0,0,1,0,3,2010,9,4,162000
60,4,0.0,8121,1,1,0,3,2,4,0,8,2,2,0,5,6,5,2000,2000,1,1,13,14,2,0.0,2,2,2,2,3,1,1,0.0,1,0.0,953.0,953.0,1,5,1,5,953,711,0,1664,0.0,0.0,2,1,3,1,2,7,7,1,3,1,2000,2,2.0,460.0,3,3,2,100,40,0,0,0,0,0,0,1,0,1,2006,9,4,172400
50,4,80.0,17120,1,1,3,3,2,4,0,4,1,2,0,0,4,4,1959,1959,1,1,15,11,2,0.0,2,2,1,0,0,0,0,0.0,0,0.0,0.0,0.0,1,2,1,5,1120,468,0,1588,0.0,0.0,2,0,4,1,2,7,5,1,4,5,1991,3,2.0,680.0,3,3,0,0,59,0,0,0,0,0,0,1,0,7,2008,9,4,134432
120,4,50.0,7175,1,1,3,3,2,4,0,20,2,2,4,2,6,5,1984,1984,1,1,10,11,2,0.0,2,2,1,2,3,1,5,623.0,2,121.0,0.0,744.0,1,2,1,5,752,0,0,752,1.0,0.0,1,0,2,1,2,4,7,0,0,1,1984,1,1.0,264.0,3,3,2,353,0,0,0,90,0,0,3,1,0,2,2010,9,4,125000
20,4,79.0,10634,1,1,3,3,2,4,0,12,2,2,0,2,5,6,1953,1953,1,1,8,8,2,0.0,2,2,2,3,3,1,4,428.0,2,180.0,0.0,608.0,1,2,1,5,1319,0,0,1319,1.0,0.0,1,0,3,1,2,5,5,0,0,1,1953,1,1.0,270.0,3,3,2,66,0,0,0,0,0,0,2,1,0,11,2009,9,4,123000
60,4,65.0,8200,1,1,3,3,2,4,0,5,2,2,0,5,7,5,2003,2004,1,1,13,14,2,0.0,3,2,2,2,3,1,1,0.0,1,0.0,847.0,847.0,1,5,1,5,847,1081,0,1928,0.0,0.0,2,1,4,1,3,8,7,1,4,3,2003,3,2.0,434.0,3,3,2,100,48,0,0,0,0,0,0,1,0,7,2007,9,4,219500
30,4,0.0,10020,1,1,0,2,2,4,2,7,2,2,0,2,1,1,1922,1950,1,1,14,15,2,0.0,1,1,0,1,1,4,4,350.0,1,0.0,333.0,683.0,1,3,0,4,904,0,0,904,1.0,0.0,0,1,1,1,1,4,3,0,0,6,0,0,0.0,0.0,0,0,2,0,0,0,0,0,0,0,0,1,0,3,2009,9,4,61000
85,4,57.0,8846,1,1,0,3,2,1,0,5,2,2,0,6,5,5,1996,1996,1,1,13,14,2,0.0,3,2,2,2,3,3,6,298.0,1,0.0,572.0,870.0,1,5,1,5,914,0,0,914,0.0,0.0,1,0,2,1,2,5,7,0,0,5,1998,1,2.0,576.0,3,3,2,0,0,0,0,0,0,0,0,1,0,7,2006,9,4,148000
60,1,102.0,11143,1,1,0,3,2,0,0,21,2,2,0,5,8,5,2004,2005,1,1,5,5,2,0.0,3,2,2,2,3,1,1,0.0,1,0.0,1580.0,1580.0,1,5,1,5,1580,886,0,2466,0.0,0.0,3,0,4,1,3,8,7,1,4,1,2004,2,2.0,610.0,3,3,2,159,214,0,0,0,0,0,0,1,0,12,2007,9,4,340000
20,4,88.0,11394,1,1,3,3,2,0,0,22,2,2,0,2,9,2,2010,2010,3,1,13,14,3,350.0,3,2,2,4,3,3,6,1445.0,1,0.0,411.0,1856.0,1,5,1,5,1856,0,0,1856,1.0,0.0,1,1,1,1,4,8,7,1,5,1,2010,3,3.0,834.0,3,3,2,113,0,0,0,0,0,0,0,1,0,6,2010,6,5,394432
60,4,60.0,8123,1,1,0,3,2,4,0,8,6,2,0,5,6,5,2000,2000,1,1,13,14,1,16.0,2,2,2,2,3,1,1,0.0,1,0.0,982.0,982.0,1,5,1,5,1007,793,0,1800,0.0,0.0,2,1,3,1,2,7,7,1,3,1,2000,3,2.0,463.0,3,3,2,100,63,0,0,0,0,0,0,1,0,6,2009,9,4,179000
50,4,50.0,5000,1,2,3,3,2,4,0,18,2,2,0,0,5,6,1924,1950,1,1,3,15,2,0.0,2,2,0,3,3,1,2,218.0,1,0.0,808.0,1026.0,1,2,1,5,1026,665,0,1691,0.0,0.0,2,0,3,1,3,6,7,1,4,5,1924,1,1.0,308.0,3,3,2,0,0,242,0,0,0,0,0,1,0,5,2010,9,4,127000
20,1,60.0,7200,1,2,3,3,2,4,0,21,2,2,0,2,7,5,2006,2006,1,1,13,14,2,0.0,3,2,2,2,4,1,1,0.0,1,0.0,1293.0,1293.0,1,5,1,5,1301,0,0,1301,1.0,0.0,2,0,2,1,3,5,7,1,4,1,2006,2,2.0,572.0,3,3,2,216,121,0,0,0,0,0,0,1,0,8,2006,6,5,187750
60,4,79.0,9245,1,1,0,3,2,4,0,5,2,2,0,5,7,5,2006,2006,1,1,13,14,2,0.0,3,2,2,2,3,3,1,0.0,1,0.0,939.0,939.0,1,5,1,5,939,858,0,1797,0.0,0.0,2,1,3,1,3,8,7,0,0,1,2006,2,2.0,639.0,3,3,2,144,53,0,0,0,0,0,0,1,0,4,2007,9,4,213500
45,3,60.0,9000,1,1,3,3,2,0,0,20,2,2,0,1,6,3,1928,1950,1,1,14,15,2,0.0,2,2,0,1,2,1,1,0.0,1,0.0,784.0,784.0,1,2,0,4,784,0,0,784,0.0,0.0,1,0,2,1,2,5,7,0,0,5,1950,1,2.0,360.0,2,2,0,0,0,91,0,0,0,0,0,1,0,10,2009,9,4,76000
60,4,0.0,53107,1,1,1,2,2,0,1,4,1,2,0,5,6,5,1992,1992,1,1,6,6,2,0.0,3,2,2,2,3,3,6,985.0,1,0.0,595.0,1580.0,1,5,1,5,1079,874,0,1953,1.0,0.0,2,1,3,1,3,9,7,2,2,1,1992,3,2.0,501.0,3,3,2,216,231,0,0,0,0,0,0,1,0,6,2007,9,4,240000
120,4,43.0,3182,1,1,3,3,2,4,0,0,2,2,4,2,8,5,2004,2005,1,1,13,14,1,16.0,3,2,2,2,3,1,6,24.0,1,0.0,1232.0,1256.0,1,5,1,5,1269,0,0,1269,0.0,0.0,2,0,2,1,3,6,7,1,3,1,2004,3,2.0,430.0,3,3,2,146,20,0,0,144,0,0,0,1,0,4,2010,9,4,192000
50,4,58.0,8410,1,1,3,3,2,2,0,7,1,2,0,0,5,3,1910,1996,2,1,14,14,2,0.0,2,1,2,3,3,1,1,0.0,1,0.0,658.0,658.0,1,2,1,5,658,526,0,1184,0.0,0.0,1,0,5,1,2,8,7,0,0,6,0,0,0.0,0.0,0,0,0,0,151,0,0,0,0,0,0,1,0,5,2006,9,1,81000
80,4,72.0,7200,1,1,3,3,2,4,0,7,2,2,0,7,6,6,1976,1976,3,1,8,8,1,255.0,2,2,1,3,3,3,5,631.0,1,0.0,410.0,1041.0,1,5,1,5,1125,0,0,1125,1.0,0.0,1,0,3,1,2,6,7,1,2,5,1977,1,1.0,352.0,3,3,2,296,0,0,0,0,0,0,2,1,0,10,2009,9,0,125000
20,4,93.0,9382,1,1,0,3,2,1,0,5,2,2,0,2,7,5,1999,2000,1,1,13,14,1,125.0,3,2,2,2,3,1,1,0.0,1,0.0,1468.0,1468.0,1,5,1,5,1479,0,0,1479,0.0,0.0,2,0,3,1,3,6,7,0,0,1,1999,2,2.0,577.0,3,3,2,120,25,0,0,0,0,0,0,1,0,7,2008,9,4,191000
60,4,96.0,12474,1,1,3,3,2,4,0,16,2,2,0,5,10,5,2007,2008,1,1,13,14,3,272.0,4,2,2,4,3,3,6,1280.0,1,0.0,402.0,1682.0,1,5,1,5,1742,590,0,2332,1.0,0.0,2,1,3,1,4,9,7,1,5,3,2008,3,3.0,846.0,3,3,2,196,134,0,0,0,0,0,0,1,0,8,2008,6,5,426000
50,4,50.0,8405,1,0,3,3,2,4,0,7,2,2,0,0,5,8,1900,1950,1,1,8,8,2,0.0,2,2,0,3,4,1,3,241.0,4,391.0,229.0,861.0,1,5,1,5,961,406,0,1367,1.0,0.0,1,0,4,1,2,7,7,0,0,5,1978,1,1.0,384.0,3,3,2,0,130,112,0,0,0,0,3,1,0,4,2008,9,4,119000
60,4,71.0,12209,1,1,0,3,2,1,0,11,2,2,0,5,6,5,2001,2002,1,1,13,14,2,0.0,2,2,2,4,3,1,5,690.0,1,0.0,114.0,804.0,1,5,1,5,804,1157,0,1961,1.0,0.0,2,1,3,1,3,7,7,1,3,3,2001,3,2.0,560.0,3,3,2,125,192,0,0,0,0,0,0,1,0,6,2009,9,4,215000
20,4,0.0,8339,1,1,0,3,2,4,0,12,2,2,0,2,5,7,1959,1959,1,1,8,8,2,0.0,2,2,3,0,0,0,0,0.0,0,0.0,0.0,0.0,1,2,1,5,882,0,0,882,0.0,0.0,1,0,3,1,2,5,7,0,0,1,1959,2,1.0,294.0,3,3,2,0,0,0,0,0,0,0,3,3,1200,7,2007,9,4,106500
30,4,0.0,7446,1,1,3,3,2,0,0,3,1,2,0,2,4,5,1941,1950,1,1,15,16,2,0.0,2,2,1,3,3,1,3,266.0,1,0.0,522.0,788.0,1,2,1,4,788,0,0,788,0.0,0.0,1,0,2,1,2,4,7,2,3,6,0,0,0.0,0.0,0,0,2,0,0,0,0,0,0,0,2,1,0,4,2006,9,0,100000
50,4,60.0,10134,1,1,3,3,2,4,0,17,2,2,0,0,5,6,1940,1950,1,1,8,8,2,0.0,2,2,1,3,3,1,1,0.0,1,0.0,735.0,735.0,1,3,1,4,735,299,0,1034,0.0,0.0,1,0,2,1,2,5,7,0,0,5,1940,1,1.0,240.0,3,3,2,0,39,0,0,0,0,0,0,1,0,7,2007,9,4,109000
20,4,68.0,9571,1,1,3,3,2,4,0,7,2,2,0,2,5,6,1956,1956,1,1,14,15,2,0.0,2,2,1,3,3,3,4,739.0,1,0.0,405.0,1144.0,1,2,1,5,1144,0,0,1144,1.0,0.0,1,0,3,1,2,6,7,0,0,1,1956,1,1.0,596.0,3,3,2,44,0,0,0,0,0,0,0,1,0,6,2010,9,4,129000
20,4,60.0,7200,1,1,3,2,2,4,0,5,2,2,0,2,5,5,1972,1972,3,1,8,8,2,0.0,2,2,1,3,3,3,3,777.0,1,0.0,117.0,894.0,1,2,1,5,894,0,0,894,0.0,0.0,1,0,2,1,2,6,7,0,0,5,1985,2,2.0,600.0,3,3,2,215,0,0,0,0,0,0,0,1,0,9,2009,9,4,123000
60,4,69.0,7590,1,1,3,3,2,4,0,12,4,2,0,5,5,5,1962,1962,1,1,13,14,1,288.0,2,2,1,3,3,1,5,540.0,1,0.0,324.0,864.0,1,2,1,5,876,936,0,1812,0.0,0.0,2,0,4,1,2,8,7,1,3,1,1962,2,1.0,264.0,3,3,2,0,168,0,0,0,0,0,0,1,0,7,2007,9,4,169500
30,5,60.0,8967,1,1,3,3,2,0,0,9,2,2,0,2,5,2,1920,1950,1,1,8,8,2,0.0,2,1,0,1,1,1,1,0.0,1,0.0,961.0,961.0,1,3,1,1,1077,0,0,1077,0.0,0.0,1,0,2,1,2,6,2,0,0,5,1920,1,1.0,338.0,1,1,0,0,0,0,0,0,0,0,0,1,0,11,2007,9,0,67000
60,1,65.0,8125,1,1,3,3,2,4,0,21,2,2,0,5,7,5,2006,2007,1,1,5,5,3,100.0,3,2,2,2,3,1,6,812.0,1,0.0,280.0,1092.0,1,5,1,5,1112,438,0,1550,1.0,0.0,2,0,2,1,3,7,7,0,0,1,2007,3,2.0,438.0,3,3,2,0,168,0,0,0,0,0,0,1,0,10,2009,9,4,241000
120,4,38.0,14963,1,1,1,3,2,4,0,24,2,2,4,2,8,5,1996,1996,1,1,3,3,2,0.0,3,2,2,2,3,1,6,786.0,1,0.0,474.0,1260.0,1,5,1,5,1288,0,0,1288,1.0,0.0,1,1,1,1,4,4,7,2,4,1,1996,3,2.0,500.0,3,3,2,120,30,0,0,224,0,0,0,1,0,12,2008,9,4,245500
20,4,65.0,8767,1,1,0,3,2,4,0,5,2,2,0,2,7,5,2005,2005,1,1,13,14,2,0.0,3,2,2,2,3,3,6,24.0,1,0.0,1286.0,1310.0,1,5,1,5,1310,0,0,1310,0.0,0.0,2,0,3,1,3,6,7,1,4,1,2005,3,2.0,400.0,3,3,2,0,0,0,0,0,0,0,0,1,0,7,2006,6,5,164990
30,4,60.0,10200,1,1,3,3,2,4,0,19,2,2,0,2,5,8,1940,1997,1,1,14,15,2,0.0,2,2,2,3,3,1,1,0.0,1,0.0,672.0,672.0,1,5,1,5,672,0,0,672,0.0,0.0,1,0,2,1,2,4,7,0,0,5,1940,1,1.0,240.0,3,3,0,168,0,0,0,0,0,0,4,1,0,8,2008,9,4,108000
60,4,93.0,12090,1,1,3,3,2,0,0,15,2,2,0,5,8,5,1998,1998,3,1,13,14,1,650.0,3,2,2,2,3,1,1,0.0,1,0.0,1141.0,1141.0,1,3,1,5,1165,1098,0,2263,0.0,0.0,2,1,4,1,3,10,7,1,3,3,1998,3,2.0,420.0,3,3,2,144,123,0,0,0,0,0,0,1,0,7,2006,9,0,258000
60,4,0.0,10364,1,1,0,3,2,4,0,8,2,2,0,5,6,5,1995,1996,1,1,8,8,2,0.0,2,2,2,2,3,1,1,0.0,1,0.0,806.0,806.0,1,3,1,5,806,766,0,1572,0.0,0.0,2,1,3,1,2,7,7,1,3,3,1995,3,2.0,373.0,3,3,2,0,40,0,0,0,0,0,0,1,0,5,2007,9,4,168000
20,4,0.0,9991,1,1,0,3,2,0,0,19,1,2,0,2,4,4,1976,1993,1,1,10,11,2,0.0,2,2,1,3,3,1,4,1116.0,1,0.0,165.0,1281.0,1,5,1,5,1620,0,0,1620,1.0,0.0,2,0,3,1,2,8,6,1,3,1,1993,1,2.0,490.0,3,3,2,120,78,0,0,0,0,0,2,1,0,6,2009,9,4,150000
50,4,51.0,10480,1,1,3,3,2,4,0,18,2,2,0,0,6,5,1936,1950,1,1,8,8,2,0.0,2,2,0,3,3,1,1,0.0,1,0.0,1064.0,1064.0,1,5,1,4,1166,0,473,1639,0.0,0.0,1,0,3,1,2,6,2,0,0,5,1936,1,1.0,240.0,3,3,2,0,0,0,0,0,0,0,0,1,0,3,2008,9,4,115000
70,4,63.0,15576,1,1,3,3,2,4,0,6,2,2,0,5,6,7,1915,1976,1,1,14,11,2,0.0,2,2,0,2,3,1,1,0.0,1,0.0,840.0,840.0,1,5,1,5,840,840,0,1680,0.0,0.0,2,0,4,1,2,8,7,0,0,1,1960,1,1.0,308.0,3,3,2,0,0,160,0,0,0,0,0,1,0,3,2008,9,4,177000
60,4,109.0,14154,1,1,3,3,2,0,0,16,2,2,0,5,7,5,2006,2006,1,1,13,14,1,350.0,3,2,2,4,4,1,1,0.0,1,0.0,1063.0,1063.0,1,5,1,5,1071,1101,0,2172,0.0,0.0,2,1,3,1,3,9,7,1,4,1,2006,2,3.0,947.0,3,3,2,192,62,0,0,0,0,0,0,1,0,8,2007,6,5,280000
60,1,85.0,10800,1,1,3,3,2,4,0,21,2,2,0,5,8,5,2007,2008,1,1,13,14,3,100.0,3,2,2,4,3,1,6,789.0,1,0.0,245.0,1034.0,1,5,1,5,1050,1028,0,2078,1.0,0.0,2,1,3,1,4,8,7,1,4,1,2008,3,3.0,836.0,3,3,2,0,102,0,0,0,0,0,0,1,0,4,2008,6,5,339750
20,4,68.0,9571,1,1,3,3,2,4,0,7,2,2,0,2,5,3,1958,1958,1,1,2,2,2,0.0,2,1,1,3,2,1,1,0.0,1,0.0,1276.0,1276.0,1,2,1,4,1276,0,0,1276,0.0,0.0,1,0,3,1,2,5,4,0,0,1,1958,1,1.0,350.0,3,3,2,0,0,0,0,0,0,0,0,1,0,6,2009,0,0,60000
190,4,100.0,34650,1,1,3,0,2,4,0,8,2,2,1,2,5,5,1955,1955,3,1,14,15,2,0.0,2,2,1,3,3,2,3,1056.0,1,0.0,0.0,1056.0,1,2,0,5,1056,0,0,1056,1.0,0.0,1,0,3,1,2,5,7,0,0,1,1955,3,2.0,572.0,3,3,2,264,0,0,0,0,0,0,0,1,0,1,2006,9,4,145000
20,1,0.0,4403,1,1,1,3,2,4,0,21,2,2,0,2,7,5,2009,2009,1,1,8,8,3,432.0,4,2,2,4,3,3,6,578.0,1,0.0,892.0,1470.0,1,5,1,5,1478,0,0,1478,1.0,0.0,2,1,2,1,3,7,7,1,4,1,2009,3,2.0,484.0,3,3,2,0,144,0,0,0,0,0,0,1,0,6,2010,6,5,222000
30,5,56.0,8960,1,0,3,3,2,4,0,17,0,2,0,2,5,6,1927,1950,1,1,15,16,2,0.0,2,2,1,3,3,1,1,0.0,1,0.0,1008.0,1008.0,1,3,1,4,1028,0,0,1028,0.0,0.0,1,0,2,1,2,5,7,1,4,5,1927,1,2.0,360.0,3,3,2,0,0,130,0,0,0,0,0,1,0,3,2010,9,4,115000
60,4,59.0,11228,1,1,1,3,2,1,0,20,2,2,0,5,7,5,1993,1993,1,1,13,14,2,0.0,3,2,2,2,3,1,4,50.0,6,531.0,499.0,1080.0,1,5,1,5,1080,1017,0,2097,0.0,1.0,2,1,3,1,3,9,7,1,3,1,1993,1,3.0,678.0,3,3,2,196,187,0,0,0,0,0,0,1,0,12,2008,9,4,228000
20,4,73.0,8899,1,1,0,3,2,4,0,8,2,2,0,2,7,5,2007,2007,1,1,13,14,2,0.0,3,2,2,2,3,3,6,24.0,1,0.0,1316.0,1340.0,1,5,1,5,1340,0,0,1340,0.0,0.0,2,0,3,1,3,6,7,0,0,1,2007,3,2.0,396.0,3,3,2,100,30,0,0,0,0,0,0,1,0,8,2007,6,5,181134
60,4,74.0,7844,1,1,3,3,2,4,0,19,2,2,0,5,6,7,1978,1978,3,1,6,6,1,203.0,2,2,1,3,3,1,5,209.0,1,0.0,463.0,672.0,1,2,1,5,672,728,0,1400,0.0,0.0,1,1,3,1,2,6,7,1,3,1,1978,3,2.0,440.0,3,3,2,0,0,0,0,0,0,0,0,1,0,3,2006,9,4,149500
70,4,86.0,22420,1,1,0,3,2,4,0,6,1,2,0,5,6,6,1918,1950,3,1,14,13,2,0.0,2,2,0,2,3,1,4,1128.0,1,0.0,242.0,1370.0,2,2,0,4,1370,1254,0,2624,1.0,0.0,2,1,4,1,2,10,7,1,4,5,1918,1,3.0,864.0,3,3,0,0,0,0,0,0,0,0,0,1,0,11,2007,9,4,239000
50,4,60.0,8160,1,1,3,3,2,4,0,7,2,2,0,0,5,6,1940,1950,1,1,8,8,2,0.0,2,2,0,3,3,1,5,312.0,1,0.0,444.0,756.0,1,4,0,3,756,378,0,1134,1.0,0.0,1,1,3,1,2,7,7,0,0,5,1940,1,1.0,240.0,3,3,1,0,0,0,0,0,0,0,0,1,0,4,2007,9,1,126000
20,4,65.0,8450,1,1,3,3,2,4,0,12,2,2,0,2,5,6,1968,1968,1,1,13,14,2,0.0,2,2,1,3,3,1,4,775.0,1,0.0,281.0,1056.0,1,5,1,5,1056,0,0,1056,1.0,0.0,1,0,3,1,2,6,7,1,2,1,1968,1,1.0,304.0,3,3,2,0,85,184,0,0,0,0,0,1,0,7,2010,9,4,142000
90,5,78.0,7060,1,1,3,3,2,4,0,11,2,2,2,6,7,5,1997,1998,1,1,13,14,1,200.0,2,3,2,2,4,4,6,1309.0,1,0.0,35.0,1344.0,1,5,1,5,1344,0,0,1344,2.0,0.0,2,0,2,2,2,8,7,0,0,1,1997,3,4.0,784.0,3,3,2,0,0,0,0,0,0,0,0,1,0,11,2008,9,2,206300
20,4,0.0,16635,1,1,0,3,2,2,0,14,2,2,0,2,6,7,1977,2000,1,1,5,5,3,126.0,3,2,1,2,3,1,5,1246.0,1,0.0,356.0,1602.0,1,3,1,5,1602,0,0,1602,0.0,1.0,2,0,3,1,3,8,7,1,3,1,1977,3,2.0,529.0,3,3,2,240,0,0,0,0,0,0,0,1,0,6,2009,9,4,215000
20,4,100.0,21750,1,1,3,1,2,4,1,11,0,2,0,2,5,5,1954,1954,3,1,6,6,2,0.0,2,2,1,3,3,1,1,0.0,1,0.0,988.0,988.0,1,5,1,4,988,0,0,988,0.0,0.0,1,0,2,1,2,4,7,0,0,1,1954,2,2.0,520.0,3,3,0,0,0,0,0,0,0,0,0,1,0,2,2008,9,4,113000
60,4,80.0,9200,1,1,3,3,2,4,0,15,2,2,0,5,8,5,1998,1998,1,1,13,14,1,473.0,3,2,2,2,3,1,6,986.0,1,0.0,484.0,1470.0,1,3,1,5,1470,1160,0,2630,1.0,0.0,2,1,4,1,3,8,7,1,3,1,1998,3,3.0,696.0,3,3,2,0,66,0,0,0,0,0,0,1,0,6,2008,9,4,315000
20,4,72.0,9000,1,1,3,3,2,4,0,12,2,2,0,2,6,5,1956,1956,1,1,14,15,1,74.0,2,2,1,2,3,1,2,616.0,1,0.0,580.0,1196.0,1,3,1,4,1196,0,0,1196,1.0,0.0,1,0,2,1,2,6,7,1,4,1,1956,2,1.0,297.0,3,3,2,0,44,0,0,0,0,0,0,1,0,5,2008,9,4,139000
60,5,60.0,3378,1,0,3,1,2,4,0,17,2,2,0,5,7,8,1946,1992,1,1,6,6,2,0.0,2,3,1,3,3,1,1,0.0,1,0.0,651.0,651.0,1,3,1,5,707,682,0,1389,0.0,0.0,1,1,3,1,2,6,7,2,4,5,1947,1,1.0,240.0,3,3,1,0,0,126,0,0,0,0,0,1,0,9,2009,9,4,135000
80,4,0.0,12800,1,1,3,2,2,4,1,20,2,2,0,7,7,5,1989,1989,1,1,14,15,1,145.0,3,2,2,2,3,4,6,1518.0,1,0.0,0.0,1518.0,1,3,1,5,1644,0,0,1644,1.0,1.0,2,0,2,1,3,5,7,1,3,1,1989,3,2.0,569.0,3,3,2,80,0,0,0,396,0,0,0,1,0,8,2009,9,4,275000
20,4,77.0,8593,1,1,0,3,2,4,0,12,2,2,0,2,4,6,1957,1957,3,1,8,8,2,0.0,2,2,1,3,3,1,3,288.0,1,0.0,619.0,907.0,1,5,1,5,907,0,0,907,0.0,0.0,1,0,3,1,2,5,7,0,0,5,1964,1,1.0,352.0,3,3,2,0,0,0,0,0,0,0,0,1,0,7,2008,9,4,109008
20,4,64.0,6762,1,1,3,3,2,4,0,5,2,2,0,2,7,5,2007,2007,1,1,13,14,1,108.0,3,2,2,2,3,1,6,664.0,1,0.0,544.0,1208.0,1,5,1,5,1208,0,0,1208,1.0,0.0,2,0,2,1,3,6,7,0,0,1,2007,2,2.0,628.0,3,3,2,105,54,0,0,0,0,0,0,1,0,9,2007,6,5,195400
20,4,130.0,11457,1,1,0,3,2,0,0,23,2,2,0,2,6,5,1988,1988,1,1,6,6,2,0.0,2,2,1,2,3,2,6,1005.0,1,0.0,387.0,1392.0,1,2,1,5,1412,0,0,1412,1.0,0.0,2,0,3,1,3,6,7,1,3,1,1988,1,2.0,576.0,3,3,2,0,0,169,0,0,0,0,0,1,0,3,2009,9,4,175000
160,5,21.0,1680,1,1,3,3,2,4,0,2,2,2,3,5,6,5,1971,1971,1,1,6,6,1,232.0,2,2,1,3,3,1,5,387.0,1,0.0,96.0,483.0,1,2,1,5,483,504,0,987,0.0,0.0,1,1,2,1,2,4,7,0,0,5,1971,1,1.0,264.0,3,3,2,0,0,0,0,0,0,0,0,1,0,7,2008,0,0,85400
50,5,60.0,5586,1,1,0,0,2,4,0,17,1,2,0,0,6,7,1920,1998,1,1,8,8,2,0.0,2,2,0,3,3,1,1,0.0,1,0.0,901.0,901.0,1,3,1,5,1088,110,0,1198,0.0,0.0,1,0,4,1,2,7,7,0,0,6,0,0,0.0,0.0,0,0,0,0,98,0,0,0,0,0,3,1,0,9,2008,3,0,79900
160,5,24.0,1920,1,1,3,3,2,4,0,2,2,2,4,5,5,5,1971,1971,1,1,6,6,1,376.0,2,2,1,3,3,1,5,471.0,1,0.0,294.0,765.0,1,5,1,5,765,600,0,1365,1.0,0.0,1,1,2,1,2,6,6,0,0,5,1971,1,2.0,440.0,3,3,2,240,36,0,0,0,0,0,0,1,0,8,2007,9,4,122500
60,4,100.0,10839,1,1,0,3,2,0,0,8,2,2,0,5,6,5,1997,1998,1,1,13,14,2,0.0,2,2,2,2,3,1,1,0.0,1,0.0,926.0,926.0,1,5,1,5,926,678,0,1604,0.0,0.0,2,1,3,1,2,7,7,1,3,1,1997,3,2.0,470.0,3,3,2,0,36,0,0,0,0,0,0,1,0,7,2008,9,4,181000
180,5,21.0,1890,1,1,3,3,2,4,0,10,2,2,3,6,4,7,1972,1972,1,1,5,5,2,0.0,2,3,1,2,3,3,5,495.0,1,0.0,135.0,630.0,1,3,1,5,630,0,0,630,1.0,0.0,1,0,1,1,2,3,7,0,0,6,0,0,0.0,0.0,0,0,2,88,0,0,0,0,0,0,0,1,0,6,2008,9,4,81000
60,4,43.0,10667,1,1,1,3,2,1,0,5,4,2,0,5,7,6,1996,1996,1,1,13,14,2,0.0,3,2,2,2,3,3,6,385.0,5,344.0,70.0,799.0,1,5,1,5,827,834,0,1661,1.0,0.0,2,1,3,1,3,6,7,1,3,1,1996,2,2.0,550.0,3,3,2,158,61,0,0,0,0,0,0,1,0,4,2009,5,4,212000
50,5,40.0,4400,1,1,3,3,2,4,0,17,2,2,0,0,6,8,1920,1950,1,1,12,13,2,0.0,2,2,0,1,3,1,1,0.0,1,0.0,648.0,648.0,1,2,1,4,734,384,0,1118,0.0,0.0,1,0,2,1,2,6,7,0,0,5,1990,1,2.0,440.0,3,3,2,0,0,0,0,0,0,0,0,1,0,10,2006,9,4,116000
45,5,50.0,6000,1,1,3,3,2,4,0,3,2,2,0,1,6,7,1926,2004,1,1,14,15,2,0.0,3,2,2,3,3,1,1,0.0,1,0.0,884.0,884.0,1,3,1,5,904,0,0,904,0.0,0.0,1,0,2,1,2,4,7,0,0,5,1926,1,1.0,180.0,3,3,2,0,0,105,0,0,0,0,0,1,0,1,2009,9,4,119000
30,4,40.0,4280,1,1,3,3,2,4,0,6,2,2,0,2,5,6,1913,2002,1,1,15,13,2,0.0,2,2,2,3,3,1,2,365.0,1,0.0,75.0,440.0,1,2,0,5,694,0,0,694,0.0,0.0,1,0,2,1,3,4,7,1,4,5,1990,1,1.0,352.0,4,3,1,0,0,34,0,0,0,0,3,1,0,3,2007,9,4,90350
50,4,67.0,12354,1,0,3,3,2,0,0,7,2,2,0,0,6,8,1920,2000,1,1,14,15,2,0.0,2,2,0,3,2,2,1,0.0,1,0.0,684.0,684.0,1,3,1,5,684,512,0,1196,0.0,0.0,1,0,3,1,3,7,7,0,0,5,2005,1,2.0,528.0,3,3,2,0,46,0,0,0,0,0,4,3,800,8,2009,4,4,110000
